location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Italy,2021-11-05,60-69,91.83,86.65
Italy,2021-11-05,70-79,92.99,88.55
Italy,2021-11-05,80+,98.13,93.68
Italy,2021-11-12,18-24,87.73,80.08
Italy,2021-11-12,25-49,81.97,75.33
Italy,2021-11-12,50-59,88.74,82.6
Italy,2021-11-12,60-69,91.97,86.91
Italy,2021-11-12,70-79,93.09,88.7
Italy,2021-11-12,80+,98.21,93.8
Italy,2021-11-19,18-24,88.02,80.57
Italy,2021-11-19,25-49,82.25,75.79
Italy,2021-11-19,50-59,88.92,82.87
Italy,2021-11-19,60-69,92.12,87.09
Italy,2021-11-19,70-79,93.19,88.81
Italy,2021-11-19,80+,98.28,93.89
Jersey,2021-04-04,50-54,82.0,16.0
Jersey,2021-04-04,55-59,91.0,33.0
Jersey,2021-04-04,60-64,95.0,37.0
Jersey,2021-04-04,65-69,90.0,67.0
Jersey,2021-04-04,70-74,96.0,60.0
Jersey,2021-04-04,75-79,97.0,72.0
Jersey,2021-04-04,80+,100.0,86.0
Jersey,2021-04-11,0-17,0.0,0.0
Jersey,2021-04-11,18-29,10.0,5.0
Jersey,2021-04-11,30-39,13.0,7.0
Jersey,2021-04-11,40-49,23.0,12.0
Jersey,2021-04-11,50-54,83.0,17.0
Jersey,2021-04-11,55-59,91.0,45.0
Jersey,2021-04-11,60-64,95.0,40.0
Jersey,2021-04-11,65-69,91.0,73.0
Jersey,2021-04-11,70-74,96.0,66.0
Jersey,2021-04-11,75-79,97.0,81.0
Jersey,2021-04-11,80+,100.0,90.0
Jersey,2021-04-18,0-17,0.0,0.0
Jersey,2021-04-18,18-29,10.0,6.0
Jersey,2021-04-18,30-39,14.0,8.0
Jersey,2021-04-18,40-49,48.0,14.0
Jersey,2021-04-18,50-54,83.0,19.0
Jersey,2021-04-18,55-59,92.0,47.0
Jersey,2021-04-18,60-64,95.0,43.0
Jersey,2021-04-18,65-69,91.0,77.0
Jersey,2021-04-18,70-74,96.0,75.0
Jersey,2021-04-18,75-79,98.0,87.0
Jersey,2021-04-18,80+,100.0,95.0
Jersey,2021-04-25,0-17,0.0,0.0
Jersey,2021-04-25,18-29,10.0,6.0
Jersey,2021-04-25,30-39,14.0,9.0
Jersey,2021-04-25,40-49,65.0,15.0
Jersey,2021-04-25,50-54,85.0,23.0
Jersey,2021-04-25,55-59,93.0,53.0
Jersey,2021-04-25,60-64,96.0,50.0
Jersey,2021-04-25,65-69,91.0,80.0
Jersey,2021-04-25,70-74,96.0,84.0
Jersey,2021-04-25,75-79,98.0,91.0
Jersey,2021-04-25,80+,100.0,98.0
Jersey,2021-05-02,0-17,0.0,0.0
Jersey,2021-05-02,18-29,10.0,1.0
Jersey,2021-05-02,30-39,14.0,11.0
Jersey,2021-05-02,40-49,67.0,18.0
Jersey,2021-05-02,50-54,85.0,30.0
Jersey,2021-05-02,55-59,93.0,63.0
Jersey,2021-05-02,60-64,96.0,83.0
Jersey,2021-05-02,65-69,92.0,85.0
Jersey,2021-05-02,70-74,96.0,91.0
Jersey,2021-05-02,75-79,99.0,95.0
Jersey,2021-05-02,80+,100.0,99.0
Jersey,2021-05-12,0-17,1.0,1.0
Jersey,2021-05-12,18-29,10.0,8.0
Jersey,2021-05-12,30-39,26.0,12.0
Jersey,2021-05-12,40-49,71.0,19.0
Jersey,2021-05-12,50-54,87.0,47.0
Jersey,2021-05-12,55-59,94.0,76.0
Jersey,2021-05-12,60-64,97.0,87.0
Jersey,2021-05-12,65-69,92.0,87.0
Jersey,2021-05-12,70-74,97.0,93.0
Jersey,2021-05-12,75-79,99.0,96.0
